Dates,Within 6 Months,Within 12 Months,Within 24 Months,Recession
date,number,number,number,number
2004-10-01,0.007958803078939113,0.027635598254992053,0.10553843030983191,-1
2004-11-01,0.006892789768836809,0.026501054183147042,0.10699626868773794,-1
2004-12-01,0.006794061716774234,0.03151106794054083,0.13037399057849236,-1
2005-01-01,0.009099014874092058,0.049137402082152754,0.18451076643265868,-1
2005-02-01,0.012100974908956477,0.06758958226293121,0.2363487593052106,-1
2005-03-01,0.01245126893839407,0.07061235649355994,0.25615611988021486,-1
2005-04-01,0.012005962913122007,0.071819127445338,0.2744118309429836,-1
2005-05-01,0.011341718172322861,0.07179406803257661,0.2871001932726454,-1
2005-06-01,0.014390264177136007,0.08723885614324262,0.32400500575840907,-1
2005-07-01,0.0134056535247303,0.084168700327205,0.32479964701819053,-1
2005-08-01,0.012965978343270592,0.08332122138091709,0.33188064515706334,-1
2005-09-01,0.014042660281680146,0.09418280363451789,0.3684995913530904,-1
2005-10-01,0.027744844110724982,0.15352084982190267,0.4491602204861602,-1
2005-11-01,0.12517083437197937,0.2932649165134361,0.5507527352325117,-1
2005-12-01,0.1840746820486746,0.39332341611265764,0.6285796865759123,-1
2006-01-01,0.16216321674541945,0.39072526456671086,0.6573660041326632,-1
2006-02-01,0.13914436922494344,0.34697061643115723,0.6318821672353411,-1
2006-03-01,0.12105966905796871,0.32453036184412465,0.6356405767822653,-1
2006-04-01,0.10417910054230953,0.30865138231137584,0.6447452261928691,-1
2006-05-01,0.09918568169502343,0.32229771397627593,0.6720292354721986,-1
2006-06-01,0.10340121591692354,0.35305559760575866,0.7047717969097396,-1
2006-07-01,0.14481621379913923,0.42371956174847347,0.7472875169628902,-1
2006-08-01,0.169504683945339,0.47754761498455633,0.7810779300807138,-1
2006-09-01,0.1873290337077476,0.5142556947399854,0.8051845355143353,-1
2006-10-01,0.184675110090251,0.532415234999582,0.8212222324843356,-1
2006-11-01,0.1796109888962383,0.5216611470301553,0.8190091381491742,-1
2006-12-01,0.15929957630032343,0.463878656689251,0.7727705209623715,-1
2007-01-01,0.14243587898817142,0.40859758884227254,0.7194297738593486,-1
2007-02-01,0.1349353262037387,0.38657634059445234,0.7113951490828396,-1
2007-03-01,0.15697883147341998,0.40997558187077543,0.7306826050745152,-1
2007-04-01,0.1764723621365179,0.4328471491401783,0.7463707780548617,-1
2007-05-01,0.1664538044636427,0.42472032504795687,0.7431134335411161,-1
2007-06-01,0.16113191653840503,0.4164341684435672,0.7368061507365826,-1
2007-07-01,0.1602623270929698,0.4165166341943534,0.7372209394634643,-1
